4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
4	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
4	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	4	4	4	4	4	4	0	0	4	0	0	4	4	4	4	4	4	4
4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	6
4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	6
4	4	4	4	4	4	4	0	0	4	0	0	4	4	4	4	4	4	4	0	0	4	0	0	4	0	0	4	4	4	4	4	4	4
4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	0	4	0	0	0	0	0	4
4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	0	4	0	0	0	0	0	4
4	0	0	4	0	0	4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	0	0	0	0	0	0	4	0	0	4
4	0	0	4	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	1	4	0	0	4
4	0	0	4	4	4	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4	4	4	4	4	4	4	0	0	4	0	0	4
4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	4	0	0	4	4	4	4	0	0	0	0	0	0	0	0	4	0	0	4
4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
4	4	4	4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	0	0	0	4	4	4	4	0	0	4	4	4	4
4	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	1	4	0	0	4	0	0	4	0	0	0	0	0	4	0	0	4
4	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	0	0	0	4	0	0	4
4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	4	4	4	4	0	0	4	4	4	4	4	4	4	0	0	4
4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	4
4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4	0	0	0	0	1	4	0	0	0	0	0	0	0	0	4	0	0	4
4	4	4	4	0	0	4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	4	0	0	4
4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	0	0	0	4
4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	0	0	0	4
4	0	0	4	4	4	4	4	4	4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	4	4	4	4	4	4	4
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
4	4	4	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	4	0	0	4	4	4	4	4	4	4	4	4	4	0	0	4
5	0	0	0	6	0	0	0	1	4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	1	4
5	2	3	0	6	0	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
4	4	4	4	4	4	4	0	0	4	0	0	4	4	4	4	0	0	4	4	4	4	0	0	4	0	0	4	4	4	4	4	4	4
4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
