4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4
4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	3	4
4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	1	4
4	0	0	4	0	0	4	0	0	4	0	0	4	4	4	4	4	4	4
4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	4	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4
4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	4
4	0	0	4	0	0	4	0	0	4	0	0	4	4	4	4	4	4	4
4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	4	0	0	4
4	0	0	4	0	0	4	0	0	0	0	0	0	0	1	4	0	0	4
4	0	0	4	0	0	4	4	4	4	4	4	4	0	0	4	0	0	4
4	0	0	4	0	0	4	0	0	0	2	0	0	0	0	0	0	0	4
4	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	1	4
4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	4	4	4	4
4	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4
4	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4
4	4	4	4	4	4	4	4	4	4	6	6	4	4	4	4	4	4	4
